Day,Campaign,Campaign type,Ad,Impressions,Clicks,Cost,Views,Video played to 100%,Gmail clicks to website
04/19/2018,FY2018_YouTube,Video,Lauren_15s,"1,184",3,43.47,255,21.28%,0
02/20/2018,FY2018_YouTube,Video,Lauren_30s,155,0,8.6,47,30.32%,0
05/03/2018,FY2018_YouTube,Video,Lauren_30s,239,0,6.48,65,27.62%,0
06/10/2018,FY2018_YouTube,Video,Lauren_30s,170,0,5.55,45,25.88%,0
02/08/2018,FY2018_YouTube,Video,Lauren_30s,181,0,5.89,45,24.86%,0
02/18/2018,FY2018_YouTube,Video,Lauren_30s,128,0,4.58,45,35.16%,0
04/01/2018,FY2018_YouTube,Video,Lauren_30s,142,0,6.99,42,29.58%,0
04/09/2018,FY2018_YouTube,Video,Lauren_30s,159,0,5.15,36,22.64%,0
05/09/2018,FY2018_YouTube,Video,Nate_30s,122,0,4.39,32,26.23%,0
04/25/2018,FY2018_YouTube,Video,Nate_30s,134,0,2.13,31,23.31%,0
05/26/2018,FY2018_YouTube,Video,Veronica_30s,32,0,0.14,4,12.50%,0
05/30/2018,FY2018_YouTube,Video,Lauren_15s,"1,478",0,44.71,373,25.29%,0
05/08/2018,FY2018_YouTube,Video,Lauren_15s,"1,475",0,37.27,359,24.46%,0
05/10/2018,FY2018_YouTube,Video,Nate_30s,146,0,3.04,32,23.45%,0
05/11/2018,FY2018_YouTube,Video,Veronica_30s,42,0,0.45,7,16.67%,0
05/15/2018,FY2018_YouTube,Video,Veronica_30s,65,0,0.96,8,12.31%,0
05/21/2018,FY2018_YouTube,Video,Nate_30s,178,1,7.6,38,20.79%,0
06/07/2018,FY2018_YouTube,Video,Nate_30s,165,0,2.77,34,20.48%,0
06/09/2018,FY2018_YouTube,Video,Nate_30s,120,0,3.34,42,35.00%,0
06/09/2018,FY2018_YouTube,Video,Lauren_15s,"1,246",1,46.21,313,25.30%,0
06/11/2018,FY2018_YouTube,Video,Lauren_15s,"1,247",0,41.66,312,25.28%,0
06/14/2018,FY2018_YouTube,Video,Nate_30s,106,1,3.33,43,40.57%,0
06/18/2018,FY2018_YouTube,Video,Nate_30s,85,0,2.48,23,25.88%,0
01/06/2018,FY2018_YouTube,Video,Lauren_30s,151,0,3.83,32,21.19%,0
02/13/2018,FY2018_YouTube,Video,Lauren_30s,120,0,3.82,26,22.50%,0
05/22/2018,FY2018_YouTube,Video,Lauren_30s,133,0,6.61,43,30.08%,0
05/24/2018,FY2018_YouTube,Video,Lauren_30s,121,0,4.4,36,29.75%,0
06/16/2018,FY2018_YouTube,Video,Veronica_30s,53,0,3.99,13,22.64%,0
06/26/2018,FY2018_YouTube,Video,Lauren_15s,"1,087",1,46.52,274,25.23%,0
01/18/2018,FY2018_YouTube,Video,Lauren_30s,119,0,5.91,40,33.61%,0
03/25/2018,FY2018_YouTube,Video,Lauren_30s,147,0,3.77,37,25.17%,0
04/04/2018,FY2018_YouTube,Video,Lauren_30s,168,0,8,58,33.93%,0
05/11/2018,FY2018_YouTube,Video,Lauren_30s,140,0,5.49,42,30.00%,0
06/23/2018,FY2018_YouTube,Video,Lauren_30s,168,0,8.52,55,32.93%,0
01/21/2018,FY2018_YouTube,Video,Lauren_30s,142,1,5.18,49,33.80%,0
03/04/2018,FY2018_YouTube,Video,Lauren_30s,206,0,6.27,53,24.76%,0
04/13/2018,FY2018_YouTube,Video,Lauren_30s,208,0,5.22,43,20.29%,0
05/25/2018,FY2018_YouTube,Video,Lauren_30s,163,0,6.71,44,26.99%,0
05/31/2018,FY2018_YouTube,Video,Lauren_30s,194,0,6.44,44,22.28%,0
06/14/2018,FY2018_YouTube,Video,Lauren_30s,139,0,5.06,35,25.18%,0
01/13/2018,FY2018_YouTube,Video,Lauren_30s,139,0,4.47,46,32.37%,0
02/11/2018,FY2018_YouTube,Video,Lauren_30s,173,0,4.55,55,31.79%,0
02/16/2018,FY2018_YouTube,Video,Lauren_30s,145,0,3.99,37,24.83%,0
03/01/2018,FY2018_YouTube,Video,Lauren_30s,177,0,7.76,54,30.34%,0
05/11/2018,FY2018_YouTube,Video,Lauren_15s,"1,226",0,38.7,295,24.24%,0
06/05/2018,FY2018_YouTube,Video,Nate_30s,120,0,3.8,42,34.75%,0
06/21/2018,FY2018_YouTube,Video,Veronica_30s,55,0,2.59,13,23.64%,0
06/22/2018,FY2018_YouTube,Video,Nate_30s,128,0,5.41,38,32.03%,0
06/29/2018,FY2018_YouTube,Video,Nate_30s,119,0,4.43,30,25.21%,0
04/27/2018,FY2018_YouTube,Video,Lauren_30s,193,0,5.26,37,19.17%,0
04/28/2018,FY2018_YouTube,Video,Lauren_30s,233,0,5.89,69,30.90%,0
05/06/2018,FY2018_YouTube,Video,Lauren_30s,240,0,4.77,39,15.83%,0
05/29/2018,FY2018_YouTube,Video,Lauren_30s,154,0,4.32,49,31.82%,0
06/01/2018,FY2018_YouTube,Video,Lauren_30s,180,0,5.13,51,27.93%,0
02/01/2018,FY2018_YouTube,Video,Lauren_30s,124,0,2.55,31,25.81%,0
02/17/2018,FY2018_YouTube,Video,Lauren_30s,185,0,7.04,55,29.73%,0
03/26/2018,FY2018_YouTube,Video,Lauren_30s,148,0,4.76,34,22.97%,0
04/11/2018,FY2018_YouTube,Video,Lauren_30s,181,0,6.97,42,23.33%,0
04/18/2018,FY2018_YouTube,Video,Lauren_30s,174,0,6.61,50,28.90%,0
04/21/2018,FY2018_YouTube,Video,Lauren_30s,209,0,8.04,51,24.40%,0
06/20/2018,FY2018_YouTube,Video,Lauren_30s,156,0,6.7,46,29.49%,0
01/26/2018,FY2018_YouTube,Video,Lauren_30s,79,0,2.75,28,35.44%,0
04/07/2018,FY2018_YouTube,Video,Lauren_30s,132,0,9.12,36,27.27%,0
05/28/2018,FY2018_YouTube,Video,Lauren_30s,170,0,9.2,44,25.88%,0
06/03/2018,FY2018_YouTube,Video,Lauren_30s,220,1,7.78,56,25.00%,0
05/04/2018,FY2018_YouTube,Video,Veronica_30s,46,1,0.44,8,15.22%,0
05/04/2018,FY2018_YouTube,Video,Lauren_15s,"1,709",2,36.67,376,21.99%,0
05/09/2018,FY2018_YouTube,Video,Veronica_30s,36,0,1.83,3,11.11%,0
05/22/2018,FY2018_YouTube,Video,Veronica_30s,65,1,1.36,10,13.64%,0
05/23/2018,FY2018_YouTube,Video,Nate_30s,104,0,3.82,26,25.00%,0
05/26/2018,FY2018_YouTube,Video,Lauren_15s,"1,053",0,47.21,317,30.17%,0
05/27/2018,FY2018_YouTube,Video,Lauren_15s,"1,348",1,45.17,306,22.61%,0
05/31/2018,FY2018_YouTube,Video,Nate_30s,156,0,5.63,48,30.97%,0
06/14/2018,FY2018_YouTube,Video,Veronica_30s,58,0,1.25,8,13.79%,0
06/19/2018,FY2018_YouTube,Video,Lauren_15s,"1,091",1,46.42,257,23.83%,0
06/20/2018,FY2018_YouTube,Video,Veronica_30s,35,1,1.17,5,14.29%,0
06/24/2018,FY2018_YouTube,Video,Lauren_15s,"1,089",1,44.19,273,24.98%,0
05/03/2018,FY2018_YouTube,Video,Nate_30s,120,0,2.53,29,24.79%,0
05/25/2018,FY2018_YouTube,Video,Veronica_30s,33,1,1.37,8,21.21%,0
05/26/2018,FY2018_YouTube,Video,Nate_30s,102,1,5.27,31,31.07%,0
06/06/2018,FY2018_YouTube,Video,Lauren_15s,"1,366",0,41.07,305,22.52%,0
06/22/2018,FY2018_YouTube,Video,Lauren_15s,"1,223",0,40.99,276,22.73%,0
06/26/2018,FY2018_YouTube,Video,Nate_30s,105,0,4.77,34,31.78%,0
05/22/2018,FY2018_YouTube,Video,Nate_30s,100,0,5.81,33,33.00%,0
05/23/2018,FY2018_YouTube,Video,Veronica_30s,55,0,1.12,7,10.91%,0
05/28/2018,FY2018_YouTube,Video,Nate_30s,166,0,7.16,57,33.73%,0
06/08/2018,FY2018_YouTube,Video,Lauren_15s,"1,257",1,40.98,293,23.29%,0
06/13/2018,FY2018_YouTube,Video,Veronica_30s,58,0,3.29,9,17.24%,0
06/23/2018,FY2018_YouTube,Video,Veronica_30s,38,0,2.13,8,21.05%,0
01/01/2018,FY2018_YouTube,Video,Lauren_30s,145,0,1.92,18,12.41%,0
02/02/2018,FY2018_YouTube,Video,Lauren_30s,132,1,6.35,49,36.36%,0
03/15/2018,FY2018_YouTube,Video,Lauren_30s,119,1,5.62,39,31.93%,0
03/20/2018,FY2018_YouTube,Video,Lauren_30s,116,0,6.55,30,25.86%,0
03/21/2018,FY2018_YouTube,Video,Lauren_30s,144,0,5.96,35,24.14%,0
05/21/2018,FY2018_YouTube,Video,Lauren_30s,137,0,5.82,31,21.17%,0
01/10/2018,FY2018_YouTube,Video,Lauren_30s,107,0,3.25,31,28.97%,0
03/14/2018,FY2018_YouTube,Video,Lauren_30s,125,0,7.56,36,29.03%,0
03/22/2018,FY2018_YouTube,Video,Lauren_30s,119,0,3.52,31,25.00%,0
04/05/2018,FY2018_YouTube,Video,Lauren_30s,160,1,4.98,40,22.98%,0
06/02/2018,FY2018_YouTube,Video,Lauren_30s,202,0,5.08,54,26.73%,0
06/21/2018,FY2018_YouTube,Video,Lauren_30s,175,0,8.69,47,26.29%,0
06/25/2018,FY2018_YouTube,Video,Lauren_30s,102,0,6.71,24,23.53%,0
02/03/2018,FY2018_YouTube,Video,Lauren_30s,233,0,4.54,41,17.52%,0
02/09/2018,FY2018_YouTube,Video,Lauren_30s,142,0,7.83,51,35.92%,0
02/25/2018,FY2018_YouTube,Video,Lauren_30s,171,0,4.7,47,27.06%,0
03/27/2018,FY2018_YouTube,Video,Lauren_30s,103,0,8.69,34,33.01%,0
03/31/2018,FY2018_YouTube,Video,Lauren_30s,153,0,7.23,45,28.95%,0
06/07/2018,FY2018_YouTube,Video,Lauren_30s,227,0,4.59,50,22.03%,0
05/06/2018,FY2018_YouTube,Video,Veronica_30s,39,0,1.05,5,12.82%,0
05/07/2018,FY2018_YouTube,Video,Nate_30s,171,0,5.33,48,28.07%,0
05/11/2018,FY2018_YouTube,Video,Nate_30s,135,0,6.44,40,29.63%,0
05/13/2018,FY2018_YouTube,Video,Nate_30s,144,0,3.45,44,29.86%,0
05/29/2018,FY2018_YouTube,Video,Nate_30s,137,0,2.73,35,26.28%,0
06/01/2018,FY2018_YouTube,Video,Lauren_15s,"1,452",0,46.46,372,25.71%,0
06/05/2018,FY2018_YouTube,Video,Veronica_30s,49,0,0.92,12,24.49%,0
06/14/2018,FY2018_YouTube,Video,Lauren_15s,"1,128",0,45.2,274,24.36%,0
06/17/2018,FY2018_YouTube,Video,Veronica_30s,41,0,2,8,19.51%,0
06/28/2018,FY2018_YouTube,Video,Veronica_30s,44,0,1.27,4,9.09%,0
01/08/2018,FY2018_YouTube,Video,Lauren_30s,106,0,6.03,35,32.08%,0
01/22/2018,FY2018_YouTube,Video,Lauren_30s,126,0,4.52,38,30.65%,0
01/23/2018,FY2018_YouTube,Video,Lauren_30s,132,0,3.39,42,33.33%,0
01/31/2018,FY2018_YouTube,Video,Lauren_30s,66,0,1.44,19,28.79%,0
02/22/2018,FY2018_YouTube,Video,Lauren_30s,170,0,7.78,51,30.00%,0
05/02/2018,FY2018_YouTube,Video,Lauren_30s,262,0,5.69,39,14.83%,0
05/30/2018,FY2018_YouTube,Video,Lauren_30s,160,0,4.87,43,26.88%,0
06/19/2018,FY2018_YouTube,Video,Lauren_30s,155,0,7.24,33,22.58%,0
06/29/2018,FY2018_YouTube,Video,Lauren_30s,155,0,6.82,45,29.03%,0
