Date,Campaign,Ad,Site (DCM),Placement,Ad Type,Creative,Click-through URL,Clicks,Impressions,Click Rate
08/23/2017,USM_FY18,728x90 Default Web Ad,Sunjournal.com,USMFY18_SJ_728x90,Default,USM-FY18_Veronica_728x90_static,(not set),4,3,133.33
08/25/2017,USM_FY18,970x90 Default Web Ad,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_970x90,Default,USM-FY18_Nate_970x90_static,(not set),1,1,100
09/20/2017,USM_FY18,640x640_Spotify_Tracker_Nate,Spotify,USMFY18_Spotify_640x640_Tracking,Tracking,640x640_Spotify_Tracker_Nate,http://usm.maine.edu/welcome,1,1,100
04/14/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,1,1,100
08/23/2017,USM_FY18,300x250 Default Web Ad,Sunjournal.com,USMFY18_SJ_300x250,Default,USM-FY18_Nate_300x250_static,(not set),3,3,100
11/07/2017,USM_FY18,Video_BDN_Lauren,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USMFY18_Lauren_30sec,http://usm.maine.edu/welcome,2,3,66.67
03/25/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,5,8,62.5
02/19/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,3,5,60
08/23/2017,USM_FY18,300x600 Default Web Ad,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_300x600,Default,USM-FY18_Nate_300x600_static,(not set),1,2,50
08/24/2017,USM_FY18,300x600_BDN_Nate,Bangor Daily News,USMFY18_BDN_300x600,Standard,USM-FY18_Nate_300x600_static,(not set),1,2,50
08/25/2017,USM_FY18,300x250 Default Web Ad,Bangor Daily News,USMFY18_BDN_300x250,Default,USM-FY18_Nate_300x250_static,(not set),1,2,50
08/25/2017,USM_FY18,300x600_BDN_Nate,Bangor Daily News,USMFY18_BDN_300x600,Standard,USM-FY18_Nate_300x600_static,(not set),1,2,50
08/25/2017,USM_FY18,970x90 Default Web Ad,Bangor Daily News,USMFY18_BDN_970x90,Default,USM-FY18_Nate_970x90_static,(not set),1,2,50
08/28/2017,USM_FY18,300x600_BDN_Nate,Bangor Daily News,USMFY18_BDN_300x600,Standard,USM-FY18_Nate_300x600_static,(not set),1,2,50
09/17/2017,USM_FY18,640x640_Spotify_Tracker_Nate,Spotify,USMFY18_Spotify_640x640_Tracking,Tracking,640x640_Spotify_Tracker_Nate,http://usm.maine.edu/welcome,1,2,50
09/18/2017,USM_FY18,640x640_Spotify_Tracker_Nate,Spotify,USMFY18_Spotify_640x640_Tracking,Tracking,640x640_Spotify_Tracker_Nate,http://usm.maine.edu/welcome,1,2,50
02/11/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,1,2,50
03/02/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,1,2,50
03/05/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,1,2,50
03/15/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,1,2,50
04/15/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,1,2,50
02/23/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,4,8,50
02/17/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,2,5,40
04/30/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,2,5,40
11/14/2017,USM_FY18,Video_BDN_Lauren,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USMFY18_Lauren_30sec,http://usm.maine.edu/welcome,7,18,38.89
10/05/2017,USM_FY18,Video_BDN_Lauren,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USMFY18_Lauren_30sec,http://usm.maine.edu/welcome,5,13,38.46
02/20/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,3,8,37.5
11/08/2017,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,4,11,36.36
10/01/2017,USM_FY18,Video_BDN_Lauren,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USMFY18_Lauren_30sec,http://usm.maine.edu/welcome,5,14,35.71
09/18/2017,USM_FY18,Video_BDN_Lauren,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USMFY18_Lauren_30sec,http://usm.maine.edu/welcome,10,28,35.71
10/23/2017,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,6,17,35.29
01/05/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,1,3,33.33
02/10/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,1,3,33.33
04/04/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,1,3,33.33
04/27/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,1,3,33.33
09/16/2017,USM_FY18,640x640_Spotify_Tracker_Nate,Spotify,USMFY18_Spotify_640x640_Tracking,Tracking,640x640_Spotify_Tracker_Nate,http://usm.maine.edu/welcome,2,6,33.33
03/24/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,2,6,33.33
03/29/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,2,6,33.33
01/12/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,3,9,33.33
02/25/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,3,9,33.33
02/08/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,5,15,33.33
10/26/2017,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,11,33,33.33
10/01/2017,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,8,25,32
10/13/2017,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,5,16,31.25
11/03/2017,USM_FY18,Video_BDN_Lauren,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USMFY18_Lauren_30sec,http://usm.maine.edu/welcome,5,16,31.25
01/31/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,5,16,31.25
02/06/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,7,23,30.43
05/24/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,9,30,30
11/06/2017,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,2,7,28.57
02/22/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,2,7,28.57
11/15/2017,USM_FY18,Video_BDN_Lauren,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USMFY18_Lauren_30sec,http://usm.maine.edu/welcome,4,14,28.57
01/05/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,3,11,27.27
10/16/2017,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,6,22,27.27
10/28/2017,USM_FY18,Video_BDN_Lauren,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USMFY18_Lauren_30sec,http://usm.maine.edu/welcome,6,22,27.27
02/01/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,7,26,26.92
10/20/2017,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,4,15,26.67
11/10/2017,USM_FY18,Video_BDN_Lauren,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USMFY18_Lauren_30sec,http://usm.maine.edu/welcome,4,15,26.67
11/23/2017,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,4,15,26.67
10/06/2017,USM_FY18,Video_BDN_Lauren,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USMFY18_Lauren_30sec,http://usm.maine.edu/welcome,6,23,26.09
10/12/2017,USM_FY18,Video_BDN_Lauren,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USMFY18_Lauren_30sec,http://usm.maine.edu/welcome,6,23,26.09
01/08/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,1,4,25
02/07/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,1,4,25
02/09/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,1,4,25
02/17/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,1,4,25
02/24/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,1,4,25
03/22/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,1,4,25
03/29/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,1,4,25
03/30/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,1,4,25
05/17/2018,USM_FY18,320x50_MaineToday_Kusow,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Kusow_320x50_A,(not set),1,4,25
02/21/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,2,8,25
10/08/2017,USM_FY18,Video_BDN_Lauren,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USMFY18_Lauren_30sec,http://usm.maine.edu/welcome,3,12,25
10/30/2017,USM_FY18,Video_BDN_Lauren,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USMFY18_Lauren_30sec,http://usm.maine.edu/welcome,6,24,25
05/12/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,7,28,25
02/04/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,9,36,25
10/03/2017,USM_FY18,Video_BDN_Lauren,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USMFY18_Lauren_30sec,http://usm.maine.edu/welcome,8,33,24.24
01/15/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,8,33,24.24
01/19/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,8,33,24.24
05/12/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,7,29,24.14
09/29/2017,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,5,21,23.81
11/14/2017,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,5,21,23.81
10/04/2017,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,4,17,23.53
05/27/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,7,30,23.33
09/26/2017,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,3,13,23.08
10/12/2017,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,3,13,23.08
09/27/2017,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,5,22,22.73
10/23/2017,USM_FY18,Video_BDN_Lauren,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USMFY18_Lauren_30sec,http://usm.maine.edu/welcome,5,22,22.73
11/30/2017,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,5,22,22.73
02/16/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,2,9,22.22
03/28/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,2,9,22.22
10/10/2017,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,4,18,22.22
11/12/2017,USM_FY18,Video_BDN_Lauren,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USMFY18_Lauren_30sec,http://usm.maine.edu/welcome,5,23,21.74
11/13/2017,USM_FY18,Video_BDN_Lauren,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USMFY18_Lauren_30sec,http://usm.maine.edu/welcome,5,24,20.83
02/01/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,7,34,20.59
11/08/2017,USM_FY18,Video_BDN_Lauren,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USMFY18_Lauren_30sec,http://usm.maine.edu/welcome,1,5,20
02/07/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,1,5,20
02/14/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,1,5,20
02/16/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,1,5,20
02/18/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,1,5,20
03/08/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,1,5,20
03/11/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,1,5,20
03/26/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,1,5,20
03/27/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,1,5,20
04/04/2018,USM_FY18,300x250_PortlandPhoenix_MFA,conwaydailysun.com,USMFY18_PortlandPhoenix_300x250,Standard,300x250_USM-StonecoastMFA,(not set),1,5,20
11/10/2017,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,2,10,20
01/22/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,3,15,20
01/30/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,3,15,20
02/06/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,5,25,20
01/18/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,6,31,19.35
01/29/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,5,26,19.23
10/09/2017,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,4,21,19.05
01/14/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,2,11,18.18
01/09/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,4,22,18.18
01/12/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,4,22,18.18
10/19/2017,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,5,28,17.86
11/13/2017,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,5,28,17.86
10/22/2017,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,3,17,17.65
10/27/2017,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,3,17,17.65
10/09/2017,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,4,23,17.39
11/13/2017,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,4,23,17.39
10/17/2017,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,5,29,17.24
05/25/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,5,29,17.24
02/04/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,6,35,17.14
09/26/2017,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,1,6,16.67
02/25/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,1,6,16.67
03/07/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,1,6,16.67
03/26/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,1,6,16.67
03/28/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,1,6,16.67
04/05/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,1,6,16.67
01/13/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,2,12,16.67
01/16/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,2,12,16.67
10/17/2017,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,3,18,16.67
10/22/2017,USM_FY18,Video_BDN_Lauren,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USMFY18_Lauren_30sec,http://usm.maine.edu/welcome,3,18,16.67
10/27/2017,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,3,18,16.67
11/04/2017,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,3,18,16.67
11/28/2017,USM_FY18,Video_BDN_Lauren,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USMFY18_Lauren_30sec,http://usm.maine.edu/welcome,3,18,16.67
10/21/2017,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,4,24,16.67
11/01/2017,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,4,24,16.67
11/23/2017,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,4,24,16.67
01/18/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,4,24,16.67
01/25/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,4,24,16.67
05/19/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,5,30,16.67
10/19/2017,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,4,25,16
10/15/2017,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,3,19,15.79
11/26/2017,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,3,19,15.79
10/11/2017,USM_FY18,Video_BDN_Lauren,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USMFY18_Lauren_30sec,http://usm.maine.edu/welcome,2,13,15.38
10/14/2017,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,2,13,15.38
11/10/2017,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,2,13,15.38
01/23/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,2,13,15.38
11/26/2017,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,4,26,15.38
01/17/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,4,26,15.38
01/19/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,4,26,15.38
10/01/2017,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,3,20,15
